employee_name,user_id,O,C,E,A,N,pos_count,pos_mean,neg_count,neg_mean,neutral_count,neutral_mean
Harper Basil Obrien,HBO0413,41,35,18,15,18,7789,0.4103992901687935,18561,-0.5395883866717002,4462,-0.027947109336211296
Declan Zachery Caldwell,DZC0228,37,37,34,21,38,8317,0.3508837335470119,19227,-0.5801945268067752,5326,-0.01648516735041719
Theodore Eagan Bass,TEB0251,44,50,22,13,36,2747,0.38136149480705656,25834,-0.5441356361468362,4289,-0.06106318580149548
Maryam Nelle Ruiz,MNR0829,41,33,40,15,23,1292,0.47306502664652034,1784,-0.5775224269856386,384,-0.020572916973227013
Daryl Ocean Patel,DOP0562,42,16,37,39,31,12975,0.29456648279476716,13798,-0.48875199923253193,6097,-0.029768739167551378
Uriel Axel Diaz,UAD0771,46,34,15,30,31,2299,0.3943453721374779,5984,-0.5504512088846435,1751,-0.021587664513571612
Ayanna Leandra Dunlap,ALD0544,16,18,18,13,32,4118,0.3247450297936298,21907,-0.5605103407170263,6750,-0.07721481596540522
Lysandra Chastity Brennan,LCB0664,16,19,36,24,32,20268,0.38597297166752254,20563,-0.499688763164369,5879,-0.011906787045940004
Hyacinth Clare Lindsay,HCL0113,43,22,40,39,34,10633,0.4300949906077746,16887,-0.5018712652146432,5350,-0.05985046818156109
Tamara Shaeleigh Best,TSB0437,26,23,16,30,26,5516,0.4793872442852876,3719,-0.5723043879527627,799,-0.03178973764516833
Elton Zeus Horton,EZH0736,44,41,37,19,31,21556,0.24605678606036643,31409,-0.5659078647431749,3087,-0.0446388085692841
Josiah Chester Gray,JCG0316,47,36,32,25,33,8672,0.43431734775254893,36992,-0.5028763016606085,10388,-0.037408548882421185
Malcolm Sebastian Garrison,MSG0839,42,46,19,39,29,1036,0.5096525223745918,2193,-0.5621523047303479,221,-0.04570135814706664
Lionel Jasper Johnston,LJJ0905,43,36,12,22,30,3251,0.5898800397223599,6189,-0.5755372536473252,565,-0.006725663817034358
Hall Colorado Morin,HCM0267,36,45,39,20,32,8758,0.37698104842513847,20701,-0.5747403532646687,1681,-0.017132659386765878
Malachi Thor Butler,MTB0620,38,44,41,50,28,11992,0.42131421714586226,35243,-0.4896064502845418,8817,-0.07389134736396807
Clayton Clark Humphrey,CCH0182,42,44,47,23,29,3955,0.42316056276128805,4722,-0.5281448613809661,1357,-0.03669860039946782
Cole Aaron Mcfarland,CAM0681,41,43,45,10,28,13190,0.4318498965671923,16886,-0.5451202198420037,4524,-0.012245800359311302
Lyle Brady Hayes,LBH0942,40,42,23,30,29,10244,0.37649357000024747,24706,-0.5660244509026482,8085,-0.03692022318466254
Cedric Alexander Bowers,CAB0388,37,33,23,40,36,9793,0.409404681108981,19530,-0.5440553022229055,3452,-0.08545770695128695
William Graham Rowe,WGR0833,38,46,24,38,42,1103,0.5111514166375776,1918,-0.5651720607725125,439,-0.025968109726362727
Mohammad Taylor Terrell,MTT0901,41,34,30,40,30,166,0.4566265100456146,596,-0.6045302089628757,79,-0.011392405233051203
Gisela Quintessa Fischer,GQF0659,40,16,30,29,28,2638,0.40299470087766104,5908,-0.5560595907533217,1488,-0.07547043123212392
Callum Scott Parrish,CSP0197,37,44,17,13,26,15023,0.21467749866354618,20492,-0.6004879968671705,3929,-0.022193942809717804
Octavia May Maddox,OMM0944,17,14,27,21,29,1114,0.4447935391518436,1942,-0.5467559292866445,404,-0.0363861391560571
Irma Melanie Patrick,IMP0530,40,17,42,50,32,1991,0.3276745399739921,7188,-0.5220506503871234,855,-0.023859649478343493
Owen Ross Burks,ORB0473,38,44,46,38,38,1275,0.3632941242818739,1731,-0.5413056166615533,454,-0.03348017671034725
Jenette McKenzie Lynn,JML0909,24,32,39,40,21,2370,0.4535021143057678,6496,-0.6037715611626105,1168,-0.01755137012454949
Noble Devin Mack,NDM0417,44,36,50,12,34,12047,0.4039844015646131,15874,-0.5441035691888564,4949,-0.02238836161872068
Ferdinand Rashad Lee,FRL0511,20,30,47,20,30,3239,0.4681074464139875,5195,-0.5778825881391678,1571,-0.0454487594296263
Lynn Adena Pratt,LAP0338,42,23,33,45,31,5351,0.4164268434718822,6198,-0.4676347305915863,2574,-0.049456100193052764
Harper Clark Vazquez,HCV0478,46,36,18,12,24,14090,0.3838041178845107,31857,-0.49705245809442866,10105,-0.029371598656374533
Kimberley Joy Anderson,KJA0152,16,16,39,38,34,8068,0.4814080372000234,27580,-0.5539956581860543,3796,-0.056902002955387464
Erasmus Cameron Franco,ECF0828,40,49,39,40,35,743,0.5293405238203053,975,-0.5725128292731749,392,-0.04693877620964634
Buffy Vivien Nichols,BVN0514,36,23,30,23,22,841,0.461474443135803,2199,-0.5868576733279413,150,-0.055333334157864254
Bruno Stewart Silva,BSS0463,32,40,40,38,28,1382,0.35137482617163623,1773,-0.6342921644634133,305,-0.06459016489689468
Jonathan John Martinez,JJM0203,37,36,18,30,28,5605,0.2504014301363854,12589,-0.5638811704913885,1987,-0.020533467844976033
Adam Ishmael Mcdaniel,AIM0627,36,39,16,41,23,10518,0.4312987318508615,37566,-0.5106825344786123,7806,-0.04096848639064711
Rashad August Hatfield,RAH0440,18,15,43,16,24,16279,0.4987898637965194,12139,-0.5426064755689942,4452,-0.06689128581257094
Xenos Hayden Gallegos,XHG0902,44,35,23,47,14,3041,0.4944426222057846,6453,-0.570060445385147,540,-0.042962963603161
Tobias Dakota Jacobs,TDJ0998,34,40,10,42,36,14758,0.26431088534394953,15855,-0.6201072214473802,2257,-0.07740363429474208
John Price Atkins,JPA0667,49,42,34,35,27,8087,0.3664028721684075,19587,-0.5495073379186161,5196,-0.06595458142929714
Elaine Hanna Raymond,EHR0096,22,13,20,48,31,15454,0.5352141861182506,12075,-0.5191221605176511,5341,-0.0109342821326021
Sharon Jemima Whitehead,SJW0451,43,30,16,50,28,1255,0.4251792912761054,1919,-0.6459614449239386,286,-0.03216783264717022
Colton Nathan Barber,CNB0900,34,43,38,16,27,2381,0.40613188092346103,5910,-0.5285956097183695,1714,-0.01761960352976375
Ethan Arden Hays,EAH0466,41,38,29,38,25,141,0.460283691050313,152,-0.5526315881625602,57,-0.04035087779425738
Curran Tarik Ayala,CTA0020,36,50,11,22,34,10225,0.4775452425296266,21692,-0.529766742508943,5451,-0.003999266249283675
Sandra Roary Solomon,SRS0231,17,44,36,32,26,4268,0.41572165253878535,25163,-0.49882765173407506,3439,-0.04364640949016118
Hadley Willa Hill,HWH0646,17,24,24,21,28,3558,0.4611298472711114,5462,-0.5743683731788377,1014,-0.08145956728879282
Halee Kim Burnett,HKB0418,50,18,13,26,27,10985,0.42271279833047676,16371,-0.5395638635028779,4184,-0.003035372894178955
Chanda Celeste Mosley,CCM0855,31,24,19,36,29,13465,0.4978462718916878,36427,-0.5176242939254692,6160,-0.06612013085539659
Shelley Eleanor Dawson,SED0886,22,18,18,35,28,3601,0.4799777837229649,5120,-0.5500000098982127,1313,-0.06618431172498927
Logan Branden Cherry,LBC0356,40,30,40,21,41,8213,0.40232558960396003,25954,-0.5499730325952245,5277,-0.06596551168980372
Chloe Keiko Holland,CKH0144,34,22,22,35,30,9379,0.3206312051315986,18897,-0.5085039982546472,4499,-0.015314514564723273
Melvin Brody Garza,MBG0438,38,17,37,16,29,10255,0.43571917336999005,8543,-0.5507081835453842,3527,-0.019279841512128994
Mohammad Vladimir Farrell,MVF0594,35,38,33,44,36,1118,0.4654740715642628,1748,-0.5667620190510897,594,-0.01851851879446595
Alea Tana Ferrell,ATF0274,20,45,48,27,28,12900,0.3480155120749575,15515,-0.5131679079012451,4455,-0.03337822720893438
Kendall Thaddeus Glover,KTG0091,46,41,16,15,29,9409,0.36391753266488397,17005,-0.530673334850735,6456,-0.06308860069226192
Alfonso Colin Cooley,ACC0042,23,19,37,20,31,11295,0.32451527751207143,25284,-0.5540460445130622,2757,-0.07482771239539701
Arsenio Kato Wilder,AKW0167,38,38,20,14,35,9674,0.4944283720918411,26034,-0.5429937786162884,3736,-0.059073876683267204
Kirk Palmer Rosales,KPR0497,50,43,43,20,29,8873,0.42064690526340154,39993,-0.5477808642907681,7186,-0.013581965134198905
Amaya Britanni Newton,ABN0239,21,37,20,39,25,8326,0.5783089175328179,20084,-0.5485212110833233,4460,-0.05733183941933339
Colton Kaseem Bolton,CKB0482,36,48,37,46,25,11251,0.4703048632699811,33718,-0.5080224238903973,11083,-0.02992872010671435
Alfreda Morgan Holloway,AMH0464,45,16,42,37,21,1090,0.3334862460031969,2049,-0.6433382157278154,321,-0.051713396409218924
Quinn Coby Hays,QCH0110,34,35,17,37,27,1428,0.40168067397607143,6390,-0.5205946823707396,1027,-0.017137293342025742
Sara Gail George,SGG0787,14,27,10,20,31,19271,0.4024700364739261,27014,-0.5275116650653934,3193,-0.033448168365626064
Sarah Imelda Juarez,SIJ0661,40,17,14,15,21,10065,0.3979930577478596,31736,-0.4972082234056066,7534,-0.011985665163999848
Byron Tyrone Williamson,BTW0005,33,39,18,18,27,18234,0.4484095703628622,66448,-0.5722655316347437,13928,-0.026234922849288075
Risa Laura Bolton,RLB0719,14,18,15,40,35,1409,0.5000000054676369,1570,-0.6540127428568853,481,-0.009979210127911796
William Damian Oconnor,WDO0870,23,21,14,13,25,12950,0.5052587023193311,36527,-0.5451994437547811,9343,-0.0581718942629542
Kaden Chastity Briggs,KCB0815,16,40,18,36,31,12339,0.37345004287086514,17662,-0.5914732239066427,2869,-0.034576508009130424
Vincent Calvin Young,VCY0751,37,24,39,19,25,14940,0.12141901154814155,36359,-0.6388487014524542,4753,-0.012097622734444934
Brock Aladdin Joyce,BAJ0654,36,10,47,10,41,3154,0.5075459819341394,6481,-0.5950007840285164,399,-0.006516290823917341
Madonna Kristen Love,MKL0941,16,26,20,38,30,11190,0.4205183277567441,17086,-0.5569062408120449,4594,-0.028994340876106806
Elijah Gary Diaz,EGD0409,39,40,22,35,33,3350,0.38814926128334076,8579,-0.5229164268576136,1371,-0.01218089004292443
Dale Benjamin Sharpe,DBS0235,30,38,18,37,33,7847,0.42718236521598535,19982,-0.521839660656976,5041,-0.021225947548983187
Jael Jennifer Hansen,JJH0613,50,30,24,14,26,10983,0.39521078766545537,34708,-0.47977700153870406,10361,-0.05602741131648722
Ulric Ferdinand Knapp,UFK0208,18,34,22,23,30,16608,0.47088150877769325,26776,-0.5392627797393095,6094,-0.02893009560667455
Brent Laith Beck,BLB0114,38,48,41,15,22,7367,0.3708022275275383,21421,-0.5290089199678342,2352,-0.041836735317293476
Cheyenne Kay Dickerson,CKD0680,18,50,24,18,28,6055,0.47004128657742833,22349,-0.5298536908621756,4466,-0.08248992509842987
Myra Kay Greer,MKG0711,17,26,43,32,38,1381,0.4407675654008974,1880,-0.5602659641586719,199,-0.011055276546646004
Edward Dean Anthony,EDA0684,38,42,40,39,33,528,0.38996213206061814,2110,-0.596966827968003,687,-0.003056768604501366
Illana Isabelle Lamb,IIL0513,37,13,26,38,34,3707,0.523442140903745,8401,-0.5513629421809928,1062,-0.030979284830742186
TaShya Savannah Mcgowan,TSM0363,34,19,20,39,33,9800,0.46122449297229856,24795,-0.5740834877240512,4805,-0.0613943817681254
Price Bevis Pittman,PBP0002,49,35,23,10,27,6461,0.49907135520741,29842,-0.585761678597038,3027,-0.016154608764012812
Louis Hyatt Bruce,LHB0606,37,38,15,27,27,2513,0.41683247748286517,8990,-0.4922024504062994,1781,-0.05210555945133507
Guy Tad Daniel,GTD0898,23,23,39,15,29,2710,0.46789668685725694,6410,-0.5535725526011864,914,-0.03851203558481496
Calvin Jarrod Hood,CJH0702,46,24,30,25,37,1520,0.361315794274407,1781,-0.5525547517343293,159,-0.056603774428367615
Desirae Mari Koch,DMK0257,33,20,26,26,30,5320,0.41859022462810563,20501,-0.5709526404708626,7049,-0.07182579196261284
Willow Iliana Quinn,WIQ0567,25,41,10,47,39,17619,0.48519212936783657,18013,-0.5097429716869323,6358,-0.0044353570966047095
Peter Tad Hartman,PTH0830,43,44,42,43,34,1184,0.45827704060168284,2351,-0.5240323325894022,715,-0.039160839744381136
Nicholas Cade Owen,NCO0666,40,45,10,12,31,9759,0.4081873197556275,18767,-0.500879213069411,4344,-0.06316758841825014
Maxwell Hammett Green,MHG0733,43,30,24,42,29,14682,0.31316578325390115,35136,-0.5578238921564832,6234,-0.03301251252272361
Robert Ali Webb,RAW0915,43,50,21,43,24,13568,0.43045401222013235,21263,-0.5512298394692043,5469,-0.047942951893780304
Hillary Ainsley Mccormick,HAM0985,20,17,29,16,20,8161,0.39919127984847264,21154,-0.5236692898312859,3555,-0.01842475414234207
Serina Ariana Butler,SAB0781,36,35,24,30,28,3728,0.4423551555511106,5077,-0.48335632312619503,1200,-0.008916666799535355
Ira Benjamin Mays,IBM0671,50,46,38,35,31,7841,0.44292820311827164,20888,-0.5678715131440664,4046,-0.06945131097064416
Yasir Dexter Nelson,YDN0198,45,50,41,11,24,16141,0.45437705940927287,19595,-0.5372339926772228,3708,-0.08727076721197836
Grace Alma Fry,GAF0060,41,16,39,25,22,8931,0.4107042928666874,14427,-0.5125528636003157,9512,-0.047876367408114885
Alec Mannix Mcneil,AMM0014,48,38,15,44,36,17134,0.4958445254517183,40964,-0.5212601382871378,7642,-0.04063072554655987
Aquila Mark Vega,AMV0036,43,36,42,37,26,13044,0.4242487016280474,26659,-0.49315053741931647,9775,-0.0411048599475485
Merritt Oliver Phelps,MOP0763,43,41,22,20,33,3417,0.5559262567038141,6445,-0.5555624587000387,172,-0.037790698237543885
Callum Brendan Gonzalez,CBG0490,50,31,35,10,29,14128,0.3649631974288386,31895,-0.5484025685418865,10029,-0.005982650403237578
Cameron Noel Elliott,CNE0352,39,22,44,15,30,30875,0.4684858408756102,28526,-0.5317324577967005,6339,-0.08796340247813338
Gil Quincy Potter,GQP0743,47,39,19,39,25,15980,0.30596996824605593,33684,-0.5595802170714536,6388,-0.013227927560918616
Philip Travis Hartman,PTH0552,20,13,32,20,28,7977,0.3970038908659493,19142,-0.5684933656817468,5751,-0.07668231726159139
Garrison Levi Rollins,GLR0975,33,44,26,24,24,11809,0.43174698473206624,18951,-0.5366893569475856,8684,-0.00884385089180207
Gareth Thomas Dickson,GTD0219,40,40,19,30,33,2901,0.3010341340007555,9194,-0.513030242473892,1347,-0.06518188664314918
Blossom Keiko Weiss,BKW0374,41,38,17,46,27,10989,0.40681591800160877,22240,-0.5699910090412114,6159,-0.07480110518996022
Constance Audrey Hicks,CAH0936,40,22,39,50,24,5559,0.48292859384086756,8261,-0.532199493401594,3382,-0.022797161782637354
Althea Ina Palmer,AIP0982,43,20,43,41,33,4790,0.5790187886105326,27633,-0.6195418525662306,2077,-0.014106885140396737
Kennedy Robert Vega,KRV0372,40,39,25,35,32,10027,0.357554606530844,20221,-0.5456159435579965,9196,-0.05210961365165685
Ivor Amir Tucker,IAT0263,28,23,30,30,27,4939,0.2475804870389666,11588,-0.5689937886960411,1143,-0.07287839128719749
Jocelyn Brenna Daniels,JBD0616,40,21,25,37,27,12881,0.3855135533615962,37018,-0.5322383748990055,6153,-0.050690720729347015
Roary Ursa Massey,RUM0880,40,37,17,38,26,10760,0.4106691503724201,37763,-0.5609803275767421,7367,-0.05976652729211094
Declan Gareth Mclaughlin,DGM0754,42,18,42,24,24,1353,0.22091648526109772,2887,-0.5431589902913153,458,-0.02358078637758197
Savannah Marcia Yang,SMY0792,43,37,39,42,25,8640,0.4905092564937486,18108,-0.5299480929213669,6122,-0.04955896839611439
Harrison Oscar Burke,HOB0994,38,39,15,43,33,10141,0.24310226155910228,20634,-0.5958369662910281,2095,-0.0594272085227659
Donovan Garth Nieves,DGN0480,21,25,44,20,31,12072,0.43012757295023,29517,-0.5292102918066693,11709,-0.01317789754028945
Kirk Jakeem Joyce,KJJ0293,41,42,23,39,33,872,0.44587157073712674,2214,-0.5955736214983216,374,-0.014438502888947248
Justin Xerxes Hansen,JXH0493,36,32,23,15,31,16349,0.44633311027506817,31526,-0.4810220184942448,8177,-0.008719579437746459
Peter Gil Harrington,PGH0184,30,35,33,22,25,1858,0.3531216412213249,3550,-0.5524225402004282,1233,-0.026601784662415317
Josiah Preston Wall,JPW0741,40,38,44,30,33,20594,0.25753132283153596,29584,-0.552450647214483,5874,-0.03285665694176441
Nichole Melodie Gilbert,NMG0766,16,23,42,40,31,3387,0.49264836708396664,5262,-0.5485936958599072,1385,-0.025920578003575227
Heidi Mia Wilson,HMW0713,38,24,40,36,28,1233,0.39643147288665287,2110,-0.5967298638199178,117,0.0
Malik Adrian Hebert,MAH0864,30,46,25,20,25,11653,0.4889470583853635,36377,-0.500211676532975,8022,-0.04815507426531022
Quentin Nolan Fitzpatrick,QNF0205,35,41,22,21,29,8840,0.4099321297390968,18188,-0.5914284190773793,12416,-0.026997423082705318
Keane Kennan Watts,KKW0879,36,42,21,31,27,8388,0.45752265911796264,42892,-0.5294367276798442,10442,-0.046044819686312806
Thaddeus Emery Martin,TEM0093,28,24,45,14,30,4731,0.24823505055971162,16633,-0.5752419910141073,2101,-0.046644455716474915
Reuben Victor Freeman,RVF0201,36,32,38,29,28,13235,0.33093313758705173,25291,-0.5832746908134057,918,-0.0927015264358266
Tobias Martin Ashley,TMA0069,33,38,42,14,33,6973,0.43907931385163546,21493,-0.5624249781505885,4404,-0.038692098669200245
Vernon Finn Mcgee,VFM0814,46,45,44,19,28,8610,0.4096631883908578,11080,-0.5614711254485463,3110,-0.01858520928015663
Salvador Byron Norton,SBN0866,41,34,41,24,22,11047,0.4461663852676694,36014,-0.5105264659621578,8991,-0.062440218926205306
Zenaida Justine England,ZJE0857,35,34,36,38,31,7932,0.38564044942180437,40583,-0.5065988247962012,10939,-0.04841393252506216
Hasad Paki Mcfadden,HPM0986,41,36,38,23,24,8676,0.385062251176467,31176,-0.5188029292499619,9626,-0.038655724656630176
Cody Jonathan Potter,CJP0952,45,18,25,18,27,1457,0.43191490534056354,1763,-0.564492352319521,240,-0.036250000540167096
Dante Raja Roberts,DRR0162,45,36,20,36,29,11843,0.385856632726761,14516,-0.5505649048602016,2934,-0.04342195020395635
Evelyn Sarah Reilly,ESR0693,35,23,25,21,31,5646,0.3955189580156518,8509,-0.5071923930768415,1900,-0.006105263248870247
Colt Walter Reynolds,CWR0502,41,49,25,45,27,12703,0.4439345083700844,34101,-0.5344828639247964,9248,-0.023118512455219318
Summer Leilani Boyer,SLB0049,14,27,16,22,20,14116,0.30077218113229054,43075,-0.5251816610202358,8549,-0.03206222997829083
Ira Dustin Oneill,IDO0176,34,39,40,24,26,7050,0.4700425602157488,38986,-0.5164905367484579,10016,-0.028035144187724247
Alfonso Gage Blankenship,AGB0186,18,10,41,15,35,3541,0.4777181640149543,4977,-0.550452085373175,1516,-0.02374670220081913
Roary Jane Barrett,RJB0088,20,42,37,45,24,6546,0.47571036486957297,23116,-0.6000908520501375,3208,-0.06920199604365891
Oren Curran Brady,OCB0805,37,33,42,16,18,6413,0.3477935495048775,18224,-0.5662368323827282,8233,-0.04570630458002028
Elton Tyler Richard,ETR0428,36,21,40,20,20,12311,0.4565673074268586,17980,-0.5697107949465082,4309,-0.04660013993784014
Ivana Kaitlin Parsons,IKP0472,32,10,37,38,31,1431,0.35101328573595136,2443,-0.6270159684423535,572,-0.009440559581234739
Leo Hasad Byrd,LHB0967,37,38,41,47,33,1271,0.49016523116761357,2086,-0.616682647372938,103,0.0
Chester Caldwell Mendoza,CCM0467,43,40,19,26,25,1510,0.3927152410889698,1927,-0.5820965346782146,23,0.0
Gage Kaden Odonnell,GKO0078,44,46,21,24,29,13870,0.38444845642848846,37574,-0.5029062677779396,14106,-0.06959449983187792
Garrett Nicholas Solomon,GNS0178,30,17,42,26,33,9465,0.3648705839858884,19282,-0.5333730970603922,4123,-0.05428086425779284
Sybill Sage Shaw,SSS0345,40,21,38,16,20,2420,0.3503719050560362,5713,-0.5443549875607533,1901,-0.046396634042231676
Lane Oleg Mclaughlin,LOM0086,18,10,34,23,33,2373,0.39582806645103313,8446,-0.5581695523405001,2671,-0.04747285731541267
Simone Scarlet Rose,SSR0278,34,32,45,15,24,4152,0.39373796167092573,12715,-0.5587180519802477,1753,-0.019965773258152106
Adena Lisandra Hardin,ALH0402,43,23,43,46,32,9065,0.43120794416920494,20433,-0.46546273542423056,3372,-0.03727758062665361
Anastasia Kylan Kaufman,AKK0329,45,22,25,39,22,3055,0.3854991850993442,5042,-0.5078936999915659,1937,-0.051626226892161134
Eugenia Whilemina Harrington,EWH0191,33,17,22,23,27,12228,0.32928525398116426,32594,-0.5016843641840066,4656,-0.0583762895296683
Todd Vance Spears,TVS0050,40,38,18,30,29,16395,0.32386094083252315,43609,-0.5324932938946195,5736,-0.050034868249064376
Troy Uriah Conway,TUC0632,38,44,10,13,31,2121,0.5260254630870776,7031,-0.5450291650666738,882,-0.01848072589896704
Sonia Karly Goodwin,SKG0759,22,15,43,41,26,3858,0.5187921278534033,5509,-0.575712474742977,667,-0.041829086080573306
Isabella Marah Graham,IMG0320,37,14,12,24,23,12806,0.4827424695844178,34956,-0.5169327194673619,8128,-0.04591535501490076
Blair Bruno Grimes,BBG0325,41,50,30,37,40,8664,0.4471375890160435,38340,-0.5321074588256356,9048,-0.04740274164357958
Chanda Tamekah William,CTW0500,38,36,20,35,35,11645,0.49287247871664164,35873,-0.5431104188602862,8534,-0.018221232987711573
Sonya Beatrice Nichols,SBN0495,39,22,43,24,21,11094,0.4416982188991422,35899,-0.5198362086503405,9059,-0.01272767432587525
Emerald Lysandra Hodges,ELH0960,40,43,26,41,22,1623,0.42285890963550565,1502,-0.5649800341174542,335,-0.01134328375111765
Brynn Madeline Sherman,BMS0877,31,50,11,43,33,2762,0.43653150530266294,14665,-0.5377974817198452,2985,-0.037353434392455434
Thomas Shad Guthrie,TSG0906,41,21,40,28,28,3277,0.5677143799679324,5610,-0.6110695288089932,1118,-0.0067978534107771245
Rebecca Kelsie Daugherty,RKD0604,17,46,36,38,31,3571,0.4835340316824404,18133,-0.534423429027314,2598,-0.04799846106935135
Jakeem Magee Knight,JMK0099,40,37,41,41,25,8502,0.37681723004318746,19646,-0.531568768588483,4722,-0.040851334789164334
Macon Kyle Pope,MKP0861,36,42,39,34,29,10994,0.5446789223400543,37331,-0.49443358285412214,7727,-0.04895819925418782
Honorato Ivan Wall,HIW0536,39,50,25,24,20,18491,0.3839381427655876,22455,-0.4920106911786652,8389,-0.041184885582113626
Cherokee Tashya Ramirez,CTR0697,36,15,33,25,34,1285,0.5259922221882798,1826,-0.6096933240811508,349,-0.0008595988666772159
Blaine Helen Cervantes,BHC0665,14,21,12,12,32,13100,0.43241985505944447,18693,-0.5404162055871616,982,-0.06720977696891715
Dominic Calvin Hewitt,DCH0843,20,31,11,18,36,849,0.47938752777268945,1538,-0.5864109241915927,504,-0.05317460396696651
Wade Ira Frazier,WIF0691,33,39,37,30,24,9859,0.4676336450622246,19441,-0.5758242923359181,5300,-0.01933962292969227
Hanae Wendy Meyer,HWM0342,45,44,41,39,34,3329,0.36127967049039567,4516,-0.48046945319556367,2189,-0.025993604772899075
Mufutau Nehru Contreras,MNC0717,30,37,22,22,34,1185,0.4336708934246739,2070,-0.6056038684171179,205,-0.0019512195412705585
Abel Reese Boone,ARB0881,38,46,43,10,35,2303,0.3573599692419514,6008,-0.5198235806950756,1723,-0.02780034864408916
Azalia Halee Cantu,AHC0142,34,23,40,15,26,9914,0.33405286329502487,21173,-0.5205261485748521,5583,-0.009170696894669435
Zenia Freya Macias,ZFM0468,35,16,20,45,30,1186,0.454468810575909,1590,-0.6108176154160649,684,-0.021345029557831803
Delilah Iliana Wilkinson,DIW0118,37,17,19,37,26,10823,0.43677354191239653,31310,-0.5360012797126561,7345,-0.07794418087555001
Upton Sebastian Holt,USH0199,44,39,46,36,25,7163,0.45270138649231195,21247,-0.5003953528088918,4460,-0.0781838576672724
Mallory Alexis Daniel,MAD0753,50,30,36,41,33,18536,0.2990666842811617,31056,-0.538617337689222,6460,-0.06812693599969057
Kim Dara Sullivan,KDS0349,18,23,20,32,29,13626,0.42504037255808136,28701,-0.5241315694754475,7151,-0.044567194063627476
Laith Jason Britt,LJB0826,38,21,39,15,32,1318,0.5244309714683,1919,-0.598801463842392,213,-0.015023474402270967
Farrah Kim Keith,FKK0055,46,16,37,16,27,9957,0.40326404503664603,28120,-0.5401778101703817,8323,-0.056530098163041734
Tara Alma Potts,TAP0551,25,17,27,20,22,3143,0.3968819630585049,13588,-0.5536429268906475,4646,-0.05049505025738537
Fletcher Perry Cantu,FPC0954,22,25,50,20,27,1284,0.42725857302569714,1850,-0.634864867973972,326,-0.00521472400408581
Galena Britanney Merritt,GBM0603,39,42,42,24,37,11302,0.46898779495192555,34258,-0.49813766459596714,6604,-0.03997577285492225
Casey Xerxes Conrad,CXC0336,23,19,34,35,34,4317,0.42052352050643343,3935,-0.5254637947568748,1753,-0.020479178856218874
Hakeem Mason Mccall,HMM0108,33,41,17,43,25,1038,0.4225433544114031,3739,-0.5066060477892133,448,-0.028571428997176036
Fritz Dale Ellison,FDE0117,38,37,32,41,28,15292,0.2026876831062288,24707,-0.597191081664479,9479,-0.054109084042916505
Fatima Ulla Mcclure,FUM0015,33,18,18,46,32,15857,0.4029135499989437,38763,-0.5554523726215187,11120,-0.036996403428987204
Nelle April Bowen,NAB0801,28,34,10,41,29,4973,0.4483008302078505,22540,-0.6049645095944616,5357,-0.06053761523846305
Geoffrey Jin Tucker,GJT0386,24,13,49,34,26,5560,0.34893885213318915,21739,-0.5741984454950143,5571,-0.035541196006180206
Kathleen Aline Chan,KAC0124,33,14,30,18,33,10454,0.19311268757426514,19911,-0.6059765959163498,2505,-0.04622754559902374
Raymond Gray Hyde,RGH0728,19,20,37,18,29,12918,0.2249961337822983,28812,-0.5485318635839788,3792,-0.025843882241643933
Charde Cynthia Rasmussen,CCR0863,20,30,37,14,29,8660,0.47739030535205956,34751,-0.5253374031321861,12641,-0.05028874372855535
Tiger Tucker Dawson,TTD1000,34,34,24,40,29,13280,0.36342620883159427,16597,-0.6014279698136126,2993,-0.04807885136795092
Oleg Kane Britt,OKB0439,41,42,30,25,27,18906,0.43550725861293016,12648,-0.5692204358686495,1316,-0.030775076446426314
Xander Aaron Acevedo,XAA0104,41,40,14,38,42,9082,0.40443735687356247,19066,-0.5092835444236031,4722,-0.009254553293346197
Reuben Fulton Pugh,RFP0380,39,39,20,20,32,4438,0.39700316198072816,23251,-0.58823706703011,5181,-0.05838641275962194
Josiah Thaddeus Stewart,JTS0389,31,36,11,44,32,7273,0.5374810920384667,21140,-0.5626395510817995,4457,-0.07258245564741432
Cameran Madonna Shepard,CMS0454,43,23,28,15,25,1259,0.3623510801527025,1945,-0.5096658220404524,246,-0.02804878090576428
Jaden Kylan Buckley,JKB0126,43,24,19,33,28,10475,0.24650119654603106,18975,-0.6093544140045822,3420,-0.022134503253806403
Lillith Adena Matthews,LAM0911,42,43,27,38,22,18110,0.4863556138792629,24825,-0.5073152117024495,6543,-0.01885985050264455
Grady Craig Coffey,GCC0744,35,42,15,25,31,13625,0.232623855948995,33973,-0.5372943226593986,8454,-0.03961438431398141
Colin Lawrence Holder,CLH0703,48,41,47,28,29,908,0.4432819459078596,2334,-0.638260498240705,218,-0.0339449546342596
Keely Mollie Weiss,KMW0545,19,16,18,23,32,4946,0.4366761079601103,18893,-0.6156671835837279,7301,-0.0636214226710847
Piper Sasha Fuentes,PSF0133,42,40,11,36,33,625,0.5217600043177605,1224,-0.6553921536025074,179,-0.07541899553723841
Nathaniel Hunter Heath,NHH0185,41,43,19,21,33,4037,0.4125836066272343,3406,-0.48015268166679115,1899,-0.03422854184759109
Nehru Cyrus Everett,NCE0097,48,36,20,11,35,9528,0.37636440812815747,18879,-0.5466179378021697,6193,-0.0293718719054612
